Disciplina;NivelDisciplina;Ementa;Bibliografia;Programa
AC413;G;"Estudo das diversas configura&#231;&#245;es do elemento &#233;pico na dramaturgia e espet&#225;culo brasileiros.";"<!--[if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:HyphenationZone>21</w:HyphenationZone> <w:DoNotOptimizeForBrowser /> </w:WordDocument> </xml><![endif]--> BRAGA, Claudia (org). <b>Barbara Heliodora</b><i>: Escritos sobre o teatro</i>. S&#227;o Paulo: Perspectiva, 2007.  <br />BRECHT, Bertolt.. <b>Estudos sobre o teatro</b>. Trad. Fiama Pais Brand&#227;o. Rio de Janeiro: Nova Fronteira, 1978. <br /> CAMPOS, Cl&#225;udia de Arruda. <i>Zumbi, </i><b>Tiradentes e outras hist&#243;rias contadas pelo Teatro de Arena de S&#227;o Paulo.</b> S&#227;o Paulo: Perspectiva, 1988.  <br />COSTA, Cristina. <b>Censura em cena.</b> S&#227;o Paulo: Edusp / FAPESP / IOESP, 2006.  <br />COSTA, In&#225; Camargo. <b>A hora do teatro &#233;pico no Brasil</b><i>. </i>Rio de Janeiro: Paz e Terra, 1996.<br />_____. <b>Sinta o drama</b><i>. </i>Petr&#243;polis, RJ: Vozes, 1998. <br /> DIONYSOS, <b>Teatro Oficina</b>. Rio de Janeiro: MEC-SEC-SNT, n&#186; 26, jan., 1982. <br /> __________. <b>Teatro de Arena</b><i>.</i> Rio de Janeiro: MEC/SNT, n&#186; 24, out.,&#160; 1978,    <br />FERNANDES, S&#237;lvia. <b>Grupos Teatrais &#8211; Anos 70</b> &#8211; Campinas: Editora da Unicamp, 2000.    <br />MAGALDI, S&#225;bato. <b>Moderna dramaturgia brasileira</b><i>. </i>S&#227;o Paulo: Perspectiva, 1998. <br /> _____. <b>Panorama do teatro brasileiro</b>. 3. ed. S&#227;o Paulo: Global, 1997.<br />_____ e VARGAS, Maria Theresa. <b>Cem anos de Teatro em S&#227;o Paulo</b><i>: </i>1875 a 1974. S&#227;o Paulo: Editora Senac, 2000.  MICHALSKI, Yan. <b>O palco amorda&#231;ado</b>. Rio de Janeiro: Ed. Avenir, 1979.<br />PRADO, D&#233;cio de Almeida. <b>O teatro brasileiro moderno: 1930-1980.</b> S&#227;o Paulo:Perspectiva, Edusp, 1988.  <br />ROSENFELD, Anatol. <b>O mito e o her&#243;i no moderno teatro brasileiro</b>. S&#227;o Paulo, Perspectiva, 1996.   <br />_____. <b>Prismas do teatro</b>.&#160; S&#227;o Paulo, Perspectiva, 1993.<br />_____. <b>O teatro &#233;pico.</b>&#160; S&#227;o Paulo, Perspectiva, 1994.      <br />SZONDI, Peter. <b>Teoria do drama moderno [1880-1950].</b> Trad. Luiz&#160; S&#233;rgio Repa. S&#227;o Paulo: Cosac &amp; Naify, 2001.  <br />VENEZIANO, Neyde, <b>O Teatro de Revista no Brasil.</b> Campinas, SP: Pontes: Editora da Universidade Estadual de Campinas, 1991.  &#160;  <br /><br />Pe&#231;as teatrais: <br /> <i>O grande teatro do mundo</i>, Calder&#243;n de la Barca <br /> <i>Na festa de S&#227;o Louren&#231;o</i>, Jos&#233; de Anchieta  <i><br />O c&#237;rculo de giz caucasiano</i>, Brecht  <i><br />Arena conta Zumbi</i>, Gianfrancesco Guanieri e Augusto Boal  <i><br />Brasil, vers&#227;o brasileira</i>, Oduvaldo Vianna Filho<i><br />O nome do sujeito</i>, S&#233;rgio de Carvalho e M&#225;rcio Marciano<br />";"<!--[if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:HyphenationZone>21</w:HyphenationZone> <w:DoNotOptimizeForBrowser /> </w:WordDocument> </xml><![endif][if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:HyphenationZone>21</w:HyphenationZone> <w:DoNotOptimizeForBrowser /> </w:WordDocument> </xml><![endif]--> <b>Objetivos:</b><b></b><br />A disciplina trabalha a diversidade est&#233;tica e ideol&#243;gica da dramaturgia &#233;pica produzida a partir do final da d&#233;cada de cinq&#252;enta ao teatro de hoje.<br /><br /><!--[if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:HyphenationZone>21</w:HyphenationZone> <w:DoNotOptimizeForBrowser /> </w:WordDocument> </xml><![endif]--> <!--[if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:HyphenationZone>21</w:HyphenationZone> <w:DoNotOptimizeForBrowser /> </w:WordDocument> </xml><![endif]--> <b>Conte&#250;do Program&#225;tico:</b> <b><br />- </b>Os g&#234;neros liter&#225;rios: l&#237;rico, &#233;pico e dram&#225;tico.  <br />- O &#233;pico no teatro. <br /> - O teatro &#233;pico de Brecht.  <br />- O teatro &#233;pico engajado no Brasil  <br />- O teatro &#233;pico hoje."
AC415;G;Estudo de dramaturgia, espetáculos e teorias fundamentais na história recente do teatro brasileiro.;; 
AC420;G;Estudo do paradigma dramático e suas reinvenções na cena moderna e contemporânea.;; 
AC425;G;"Aprofundamento no estudo do gestual das dan&#231;as brasileiras identificadas com a cultura popular brasileira. Investiga&#231;&#227;o dos aspectos de teatralidade presentes nas manifesta&#231;&#245;es.";;
AC430;G;"Desenvolvimento da a&#231;&#227;o f&#237;sica na constru&#231;&#227;o da cena. Estudo da a&#231;&#227;o f&#237;sica nas diversas po&#233;ticas.";"<!--[if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:HyphenationZone>21</w:HyphenationZone> <w:DoNotOptimizeForBrowser /> </w:WordDocument> </xml><![endif]--> - PAVIS, Patrice. <b><u>Dicion&#225;rio de teatro</u></b><i>.</i> S&#227;o Paulo: Perspectiva, 1999.  - Roubine, Jean-Jacques. A Arte do Ator.<br /><!--[if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:HyphenationZone>21</w:HyphenationZone> <w:DoNotOptimizeForBrowser /> </w:WordDocument> </xml><![endif]--> - STANISLAVSKI, C.&#160; <u>Manual do Ator</u>.&#160; S&#227;o Paulo:&#160; Martins Fontes, 1989.  - CHEKHOV, Miguel.&#160; <u>Para o Ator</u>.&#160; S&#227;o Paulo: Martins Fontes, 1986.  - CANALLES, Pablo. <u>Dos Princ&#237;pios do Ator</u>: a an&#225;lise da a&#231;&#227;o f&#237;sica atrav&#233;s da tr&#237;ade percep&#231;&#227;o-imagina&#231;&#227;o-adapta&#231;&#227;o a partir dos pressupostos de Konstantin Stanislavski. Disserta&#231;&#227;o de mestrado. Florian&#243;polis: CEART-UDESC, 2008.  - PRADO, D&#233;cio de Almeida. <b><u>A personagem de fic&#231;&#227;o</u></b>. S&#227;o Paulo&#160;: Perspectiva, 1981.";"<!--[if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:HyphenationZone>21</w:HyphenationZone> <w:DoNotOptimizeForBrowser /> </w:WordDocument> </xml><![endif]--> <b>Objetivos:</b><b><br /></b><b>Geral</b>: <br />Contribuir para dotar o aluno de maior consci&#234;ncia na elabora&#231;&#227;o e organiza&#231;&#227;o de sua expressividade, aprimorando sua sensibilidade para a maneira de aproveitar o jogo de tens&#245;es entre o seu comportamento e o dos demais na constru&#231;&#227;o da cena e na orienta&#231;&#227;o da aten&#231;&#227;o/leitura do espectador.  <b>Espec&#237;ficos</b>: <br />- Aplicar os princ&#237;pios desenvolvidos em ""A Gram&#225;tica da A&#231;&#227;o F&#237;sica I"";  - Fazer compreender a no&#231;&#227;o de escritura c&#234;nica<i>, </i>integrada com o estudo de t&#233;cnicas de composi&#231;&#227;o de figuras c&#234;nicas a partir da a&#231;&#227;o, com &#234;nfase na articula&#231;&#227;o das a&#231;&#245;es&#160; para a constru&#231;&#227;o da cena;   - Estudo de formas de estiliza&#231;&#227;o da a&#231;&#227;o nos comportamentos c&#234;nicos  - Atrav&#233;s da combina&#231;&#227;o consciente de diferentes n&#237;veis de articula&#231;&#227;o da a&#231;&#227;o, proporcionar fundamento e suporte para a organiza&#231;&#227;o pessoal do desempenho, levando em considera&#231;&#227;o as distintas rela&#231;&#245;es do corpo na intera&#231;&#227;o com o outro, com o espa&#231;o e com o tempo.<br /><br /><b>Conte&#250;do Program&#225;tico:</b><br /><!--[if gte mso 9]><xml> <w:WordDocument> <w:View>Normal</w:View> <w:Zoom>0</w:Zoom> <w:HyphenationZone>21</w:HyphenationZone> <w:DoNotOptimizeForBrowser /> </w:WordDocument> </xml><![endif]--> - Explorar exerc&#237;cios c&#234;nicos utilizando princ&#237;pios examinados em A Gram&#225;tica da A&#231;&#227;o F&#237;sica I e II.  - Compreens&#227;o e elabora&#231;&#227;o de conven&#231;&#245;es para o desempenho c&#234;nico  - Explora&#231;&#227;o das varia&#231;&#245;es de ritmo, t&#244;nus e fluxo do imagin&#225;rio no processo de escrita do movimento em partituras de a&#231;&#245;es articuladas, seja em seq&#252;&#234;ncias figurativas ou em seq&#252;&#234;ncias abstratas.  - Uso da palavra como propulsora da din&#226;mica da a&#231;&#227;o na evolu&#231;&#227;o da cena.  - Exerc&#237;cios de composi&#231;&#227;o de &#8220;tipos&#8221;, &#8220;figuras&#8221; e &#8220;efeitos de personagens&#8221; com base na&#160; t&#233;cnica da Conduta Ativa e na explora&#231;&#227;o da intera&#231;&#227;o pela a&#231;&#227;o ficcional.  - Estudo pr&#225;tico de procedimentos expressivos em diferentes t&#233;cnicas de atua&#231;&#227;o: cena farsesca, cena realista, &#233;pica, teatro do absurdo, <i>performance,</i> etc."
AC440;G;Desenvolvimento da ação física na construção da cena. Estudo da ação física nas diversas poéticas.;; 
AC451;G;Aprimoramento da técnica básica. Vocalizes intermediários. Diferentes linhas de canto: popular e erudito. Aplicação da técnica em repertório apropriado. Trabalho de canto em conjunto: afinação e sonoridade de grupo. (Continuação da AC-351).;; 
AC452;G;A Canção no Teatro Musical Brasileiro. A Interpretação integrada: A canção como elemento de ligação.;; 
AC453;G;Identificação e reconhecimento dos elementos técnicos da fala visando sua integração com a cena como elementos de representação.;; 
AC460;G;Estudos orientados para a investigação de procedimentos específicos de criação cênica.;; 
AC501;G;O panorama contemporâneo: desde os comediantes no Rio até o Teatro Oficina em São Paulo.;; 
AC502;G;As vanguardas da primeira metade do século XX e o teatro, Pirandello e Garcia Lorca. Análise dos movimentos e de algumas obras.;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC509;G;Treinamento do ator e seus respectivos personagens por meio de técnicas que o conduzam ao distanciamento do envolvimento pela emoção. Estudos teóricos complementam o aprendizado.;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC511;G;Identificação e reconhecimento dos componentes físicos da fala. Desenvolvimento desses componentes integrados à ação cênica.;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC512;G;Exercícios de equilíbrio, malabares, trapézio e acrobacias.;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC513;G;"Estudo das formas espetaculares ocidentais das festas às ritualizações e encenações. Apresentação dos diversos procedimentos cênicos: a tragédia, a comédia e as máscaras na Antigüidade; as farsas e moralidades cristãs, o teatro jogral, a feira e a poesia cortesã, no medieval; a Commedia dell'Arte e a cena elisabetana no renascimento; o palco italiano, a ópera, o circus, o teatro boulevard, o guignol e a idéia de Obra de Arte Total no Moderno; nas vanguardas, as seratas, o agit-prop e o cabaré e; no contemporâneo, a performance, a dança-teatro e a cena multimídia.";; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC514;G;Funções da cenografia no espetáculo: relações entre ator, espaço cênico e público.;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC515;G;Desenvolvimento da motivação interior. Aparelhamento do ator para expressar, com o corpo, a maior gama de possibilidades no seu trabalho de atuação.;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC522;G;Estudo prático de uma das técnicas corpóreas clássicas de representação do Teatro Ocidental ou Oriental: Nô, Etienne Decroux, Kathakali, Orissi, Baratha Nathia, Kyogen, Kabuki, Ópera de Pequim, Teatro-Dança de Bali, Tailândia, Marcel Marceau,...;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC543;G;"O curso dará oportunidade ao aluno de decodificar a incorporação da linguagem circense pela arte da representação. Estudar o circo; O universo acrobático brasileiro à luz dos princípios da acrobacia tradicional. Estudo da perna de pau, o equilíbrio no arame semi-bambo. Os monociclos são modalidades a serem absorvidas.";; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC551;G;Continuidade do aprimoramento técnico. Vocalizes avançados. Diferentes estilos de canto. Repertório individual. Interpretação.;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC552;G;A Canção no Teatro Musical Brasileiro - Estudo Teórico, Desenvolvimento Técnico e Exercício Prático de Interpretação Vocal: Musicalidade, Movimento, Formas.;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC555;G;"Exerc&#237;cio de montagem c&#234;nica a partir de uma fonte n&#227;o dramat&#250;rgica, seja ela liter&#225;ria, iconogr&#225;fica ou da tradi&#231;&#227;o oral. Aprendizado de pr&#225;ticas de escrita c&#234;nica. Laborat&#243;rios de pr&#225;ticas interpretativas, corporais e vocais.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AC556;G;Estudos das propriedades específicas da cena, seus sistemas significantes e sua organização no fenômeno teatral, voltados para a função do actante. Esta disciplina contempla questões pertinentes ao PICC I.;"<!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:HyphenationZone>21</w:HyphenationZone>   <w:PunctuationKerning/>   <w:ValidateAgainstSchemas/>   <w:SaveIfXMLInvalid>false</w:SaveIfXMLInvalid>   <w:IgnoreMixedContent>false</w:IgnoreMixedContent>   <w:AlwaysShowPlaceholderText>false</w:AlwaysShowPlaceholderText>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:DontGrowAutofit/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--><!--[if gte mso 9]><xml>  <w:LatentStyles DefLockedState=""false"" LatentStyleCount=""156"">  </w:LatentStyles> </xml><![endif]--><!--[if !mso]><object  classid=""clsid:38481807-CA0E-42D2-BF39-B33AF135CC4D"" id=ieooui></object> <style> st1\:*{behavior:url(#ieooui) } </style> <![endif]--> <!--  /* Style Definitions */  p.MsoNormal, li.MsoNormal, div.MsoNormal ";"<!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:HyphenationZone>21</w:HyphenationZone>   <w:PunctuationKerning/>   <w:ValidateAgainstSchemas/>   <w:SaveIfXMLInvalid>false</w:SaveIfXMLInvalid>   <w:IgnoreMixedContent>false</w:IgnoreMixedContent>   <w:AlwaysShowPlaceholderText>false</w:AlwaysShowPlaceholderText>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:DontGrowAutofit/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--><!--[if gte mso 9]><xml>  <w:LatentStyles DefLockedState=""false"" LatentStyleCount=""156"">  </w:LatentStyles> </xml><![endif]--> <!--  /* Style Definitions */  p.MsoNormal, li.MsoNormal, div.MsoNormal ";"{mso-style-parent:""""; ";"margin:0cm; ";"margin-bottom:.0001pt; ";"mso-pagination:widow-orphan; ";"font-size:12.0pt; ";"font-family:""Times New Roman""; ";"mso-fareast-font-family:""Times New Roman"";} @page Section1 ";"{size:612.0pt 792.0pt; ";"margin:70.85pt 3.0cm 70.85pt 3.0cm; ";"mso-header-margin:36.0pt; ";"mso-footer-margin:36.0pt; ";"mso-paper-source:0;} div.Section1 ";"{page:Section1;} --> <!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable ";"{mso-style-name:""Tabela normal""; ";"mso-tstyle-rowband-size:0; ";"mso-tstyle-colband-size:0; ";"mso-style-noshow:yes; ";"mso-style-parent:""""; ";"mso-padding-alt:0cm 5.4pt 0cm 5.4pt; ";"mso-para-margin:0cm; ";"mso-para-margin-bottom:.0001pt; ";"mso-pagination:widow-orphan; ";"font-size:10.0pt; ";"font-family:""Times New Roman""; ";"mso-ansi-language:#0400; ";"mso-fareast-language:#0400; ";"mso-bidi-language:#0400;} </style> <![endif]--> <!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:HyphenationZone>21</w:HyphenationZone>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:ApplyBreakingRules/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:UseFELayout/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--> <!--  /* Font Definitions */  @font-face ";"{font-family:SimSun; ";"panose-1:2 1 6 0 3 1 1 1 1 1; ";"mso-font-alt:&#23435;&#20307;; ";"mso-font-charset:134; ";"mso-generic-font-family:auto; ";"mso-font-format:other; ";"mso-font-pitch:variable; ";"mso-font-signature:1 135135232 16 0 262144 0;} @font-face ";"{font-family:""\@SimSun""; ";"panose-1:2 1 6 0 3 1 1 1 1 1; ";"mso-font-charset:134; ";"mso-generic-font-family:auto; ";"mso-font-pitch:variable; ";"mso-font-signature:3 680460288 22 0 262145 0;}  /* Style Definitions */  p.MsoNormal, li.MsoNormal, div.MsoNormal ";"{mso-style-parent:""""; ";"margin:0cm; ";"margin-bottom:.0001pt; ";"mso-pagination:widow-orphan; ";"font-size:12.0pt; ";"font-family:""Times New Roman""; ";"mso-fareast-font-family:""Times New Roman""; ";"mso-fareast-language:PT-BR;} @page Section1 ";"{size:612.0pt 792.0pt; ";"margin:70.85pt 3.0cm 70.85pt 3.0cm; ";"mso-header-margin:36.0pt; ";"mso-footer-margin:36.0pt; ";"mso-paper-source:0;} div.Section1 ";"{page:Section1;} --> <!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable ";"{mso-style-name:""Tabela normal""; ";"mso-tstyle-rowband-size:0; ";"mso-tstyle-colband-size:0; ";"mso-style-noshow:yes; ";"mso-style-parent:""""; ";"mso-padding-alt:0cm 5.4pt 0cm 5.4pt; ";"mso-para-margin:0cm; ";"mso-para-margin-bottom:.0001pt; ";"mso-pagination:widow-orphan; ";"font-size:10.0pt; ";"font-family:""Times New Roman"";} </style> <![endif]--><!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:HyphenationZone>21</w:HyphenationZone>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:ApplyBreakingRules/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:UseFELayout/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--> <!--  /* Font Definitions */  @font-face ";"{font-family:SimSun; ";"panose-1:2 1 6 0 3 1 1 1 1 1; ";"mso-font-alt:&#23435;&#20307;; ";"mso-font-charset:134; ";"mso-generic-font-family:auto; ";"mso-font-format:other; ";"mso-font-pitch:variable; ";"mso-font-signature:1 135135232 16 0 262144 0;} @font-face ";"{font-family:""\@SimSun""; ";"panose-1:2 1 6 0 3 1 1 1 1 1; ";"mso-font-charset:134; ";"mso-generic-font-family:auto; ";"mso-font-pitch:variable; ";"mso-font-signature:3 680460288 22 0 262145 0;}  /* Style Definitions */  p.MsoNormal, li.MsoNormal, div.MsoNormal ";"{mso-style-parent:""""; ";"margin:0cm; ";"margin-bottom:.0001pt; ";"mso-pagination:widow-orphan; ";"font-size:12.0pt; ";"font-family:""Times New Roman""; ";"mso-fareast-font-family:""Times New Roman""; ";"mso-fareast-language:PT-BR;} @page Section1 ";"{size:612.0pt 792.0pt; ";"margin:70.85pt 3.0cm 70.85pt 3.0cm; ";"mso-header-margin:36.0pt; ";"mso-footer-margin:36.0pt; ";"mso-paper-source:0;} div.Section1 ";"{page:Section1;} --> <!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable ";"{mso-style-name:""Tabela normal""; ";"mso-tstyle-rowband-size:0; ";"mso-tstyle-colband-size:0; ";"mso-style-noshow:yes; ";"mso-style-parent:""""; ";"mso-padding-alt:0cm 5.4pt 0cm 5.4pt; ";"mso-para-margin:0cm; ";"mso-para-margin-bottom:.0001pt; ";"mso-pagination:widow-orphan; ";"font-size:10.0pt; ";"font-family:""Times New Roman"";} </style> <![endif]--> <!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:HyphenationZone>21</w:HyphenationZone>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:ApplyBreakingRules/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:UseFELayout/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--> <!--  /* Font Definitions */  @font-face ";"{font-family:SimSun; ";"panose-1:2 1 6 0 3 1 1 1 1 1; ";"mso-font-alt:&#23435;&#20307;; ";"mso-font-charset:134; ";"mso-generic-font-family:auto; ";"mso-font-pitch:variable; ";"mso-font-signature:3 680460288 22 0 262145 0;} @font-face ";"{font-family:""\@SimSun""; ";"panose-1:2 1 6 0 3 1 1 1 1 1; ";"mso-font-charset:134; ";"mso-generic-font-family:auto; ";"mso-font-pitch:variable; ";"mso-font-signature:3 680460288 22 0 262145 0;}  /* Style Definitions */  p.MsoNormal, li.MsoNormal, div.MsoNormal ";"{mso-style-parent:""""; ";"margin:0cm; ";"margin-bottom:.0001pt; ";"mso-pagination:widow-orphan; ";"font-size:12.0pt; ";"font-family:""Times New Roman""; ";"mso-fareast-font-family:""Times New Roman""; ";"mso-fareast-language:PT-BR;} @page Section1 ";"{size:612.0pt 792.0pt; ";"margin:70.85pt 3.0cm 70.85pt 3.0cm; ";"mso-header-margin:36.0pt; ";"mso-footer-margin:36.0pt; ";"mso-paper-source:0;} div.Section1 ";"{page:Section1;} --> <!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable ";"{mso-style-name:""Tabela normal""; ";"mso-tstyle-rowband-size:0; ";"mso-tstyle-colband-size:0; ";"mso-style-noshow:yes; ";"mso-style-parent:""""; ";"mso-padding-alt:0cm 5.4pt 0cm 5.4pt; ";"mso-para-margin:0cm; ";"mso-para-margin-bottom:.0001pt; ";"mso-pagination:widow-orphan; ";"font-size:10.0pt; ";"font-family:""Times New Roman"";} </style> <![endif]--> A disciplina será desenvolvida semanalmente, em grupos de até 3 alunos em locais externos à Universidade.''///??????***&amp;%%%"
